run_name,method,method_tag,adaptive_rel_mode,density,mobility,noise,energy,seed,windows_run,avg_rmse_all,std_rmse_all,p95_rmse_all,avg_rmse_non,std_rmse_non,p95_rmse_non,avg_objective,avg_K,min_K,max_K,pct_cap_limited,total_energy_spent,final_energy_remaining,spike_rejections,nodes_clamped_total,K_fixed,contact_threshold,smacof_iters
HD-ML-NH-EH-SMACOF-S1,SMACOF,SMACOF,,HD,L,H,H,1,40,4.999555308172047,5.726865074065934,15.983108424795267,4.9935898170634765,5.693312007023334,15.624305840487335,6.259555308172047,7.0,7,7,0.0,280.0,120.0,0,0,7,,
HD-ML-NH-EH-SMACOF-S2,SMACOF,SMACOF,,HD,L,H,H,2,40,7.027894541078024,6.217920959396913,15.608011191916807,6.995553906374106,6.1758675902113245,15.291182146899597,8.287894541078023,7.0,7,7,0.0,280.0,120.0,0,0,7,,
HD-ML-NH-EL-ADAPT-CLASSICAL-S1,adaptive,EL-ADAPT-CLASSICAL,classical,HD,L,H,L,1,11,9.040421032946709,4.773641873856143,14.801709586390828,9.360434387147174,4.951533181302942,15.520721501633775,9.907693760219434,4.818181818181818,3,6,0.0,79.5,0.5,0,0,,,
HD-ML-NH-EL-ADAPT-CLASSICAL-S2,adaptive,EL-ADAPT-CLASSICAL,classical,HD,L,H,L,2,12,12.425707596012986,2.861152681107015,14.938831511851022,12.564118553340656,2.8840506666505625,15.042903348424908,13.235707596012986,4.5,4,5,0.0,81.0,0.0,0,0,,,
HD-ML-NH-EL-ADAPT-GMDS-S1,adaptive,EL-ADAPT-GMDS,GMDS,HD,L,H,L,1,11,5.5494264331258405,6.7005353947599735,16.685578357393577,5.607517356646588,6.722323382104151,16.84222020650288,6.416699160398568,4.818181818181818,3,6,0.0,79.5,0.5,0,0,,,
HD-ML-NH-EL-ADAPT-GMDS-S2,adaptive,EL-ADAPT-GMDS,GMDS,HD,L,H,L,2,10,14.562013976096761,0.8086779188651884,15.81986540429853,14.518843412945714,0.9516706323345563,16.008450254532335,15.498013976096763,5.2,4,7,0.0,78.0,2.0,0,0,,,
HD-ML-NH-EL-ADAPT-SMACOF-S1,adaptive,EL-ADAPT-SMACOF,SMACOF,HD,L,H,L,1,14,5.433397554759772,6.020653043407965,15.956930783551456,5.532383394865508,6.149076695339565,16.20585778182128,6.140540411902628,3.9285714285714284,3,5,0.0,82.5,0.0,0,0,,,
HD-ML-NH-EL-ADAPT-SMACOF-S2,adaptive,EL-ADAPT-SMACOF,SMACOF,HD,L,H,L,2,11,11.293722547783947,5.261388551555534,15.957001810220904,11.29518106131182,5.276338466072488,16.093272897541055,12.193722547783947,5.0,4,6,0.0,82.5,0.0,0,0,,,
HD-ML-NH-EL-FIXK12-S1,fixed,FIXK12-S1,,HD,L,H,L,1,4,8.743779868035038,0.9593823529021185,9.89837697992233,8.608153346909138,1.83972336247646,11.156249395010589,10.903779868035038,12.0,12,12,0.0,72.0,8.0,0,0,12,,
HD-ML-NH-EL-FIXK12-S2,fixed,FIXK12-S2,,HD,L,H,L,2,4,12.771364885501981,1.6869715885208674,14.15789350904687,12.285046831449968,1.5885803989787561,13.910825848360377,14.931364885501981,12.0,12,12,0.0,72.0,8.0,0,0,12,,
HD-ML-NH-EL-FIXK3-S1,fixed,FIXK3-S1,,HD,L,H,L,1,17,13.144374882259354,9.136017091308277,33.22048292390296,13.469672472182571,9.526709449034998,34.4734078511162,13.684374882259352,3.0,3,3,0.0,76.5,3.5,0,0,3,,
HD-ML-NH-EL-FIXK3-S2,fixed,FIXK3-S2,,HD,L,H,L,2,17,11.665469942340327,4.61430806959498,16.99023519412139,11.79435191065342,4.677138491203841,17.394344210166246,12.205469942340326,3.0,3,3,0.0,76.5,3.5,0,0,3,,
HD-ML-NH-EL-FIXK6-S1,fixed,FIXK6-S1,,HD,L,H,L,1,8,13.18804996153317,8.633890795400266,28.15966285358013,13.555506364159344,9.624188245212434,29.992164069633112,14.26804996153317,6.0,6,6,0.0,72.0,8.0,0,0,6,,
HD-ML-NH-EL-FIXK6-S2,fixed,FIXK6-S2,,HD,L,H,L,2,8,10.972825600461219,4.442979799975395,15.360873600265107,10.86121751048389,4.29938959433362,15.073273008975189,12.052825600461219,6.0,6,6,0.0,72.0,8.0,0,0,6,,
HD-ML-NH-EL-FIXK9-S1,fixed,FIXK9-S1,,HD,L,H,L,1,5,10.095750617495042,2.5320367060788467,13.899580481264312,9.893594798704125,2.642439311432788,13.701043458986938,11.715750617495043,9.0,9,9,0.0,67.5,12.5,0,0,9,,
HD-ML-NH-EL-FIXK9-S2,fixed,FIXK9-S2,,HD,L,H,L,2,5,12.393697176768832,1.6225908555322097,13.950001541017143,11.83932121935698,1.5040813593408096,13.611077251055054,14.01369717676883,9.0,9,9,0.0,67.5,12.5,0,0,9,,
HD-ML-NH-EL-GMDS-S1,GMDS,GMDS,,HD,L,H,L,1,7,1.3256074526449473,0.19508157670547294,1.6177339132475832,1.3639518001046251,0.20654126889391078,1.6659266746787456,2.5856074526449473,7.0,7,7,0.0,73.5,6.5,0,0,7,,
HD-ML-NH-EL-GMDS-S2,GMDS,GMDS,,HD,L,H,L,2,7,12.434295678113653,4.461602263881193,15.335656321288825,12.347377954324752,4.40332562365899,15.298223881972145,13.694295678113653,7.0,7,7,0.0,73.5,6.5,0,0,7,,
HD-ML-NH-EL-S1,adaptive,,classical,HD,L,H,L,1,11,9.040421032946709,4.773641873856143,14.801709586390828,9.360434387147174,4.951533181302942,15.520721501633775,9.907693760219434,4.818181818181818,3,6,0.0,79.5,0.5,0,0,,,
HD-ML-NH-EL-S2,adaptive,,classical,HD,L,H,L,2,12,12.425707596012986,2.861152681107015,14.938831511851022,12.564118553340656,2.8840506666505625,15.042903348424908,13.235707596012986,4.5,4,5,0.0,81.0,0.0,0,0,,,
HD-ML-NH-EL-S3,adaptive,,classical,HD,L,H,L,3,11,9.622313825630078,11.03469565900331,32.316177872644275,10.08385427636317,11.691056147562259,34.153477263513096,10.522313825630079,5.0,4,6,0.0,82.5,0.0,0,0,,,
HD-ML-NH-EL-SMACOF-S1,SMACOF,SMACOF,,HD,L,H,L,1,7,5.242417533094046,5.531290087661942,14.627232518955143,5.205770539617328,5.50019112925964,14.533483800860118,6.502417533094046,7.0,7,7,0.0,73.5,6.5,0,0,7,,
HD-ML-NH-EL-SMACOF-S2,SMACOF,SMACOF,,HD,L,H,L,2,7,9.380939705329913,5.718717154341785,14.922297873733834,9.349272076450259,5.667991683894027,14.798735139978845,10.640939705329915,7.0,7,7,0.0,73.5,6.5,0,0,7,,
HD-ML-NL-EH-ADAPT-CLASSICAL-S1,adaptive,EH-ADAPT-CLASSICAL,classical,HD,L,L,H,1,40,0.2846728094911759,0.05631752769340359,0.4109317792240509,0.29362343510735717,0.058045331057309996,0.420780424028413,0.9191728094911757,3.525,3,4,0.0,141.0,259.0,0,0,,,
HD-ML-NL-EH-ADAPT-CLASSICAL-S2,adaptive,EH-ADAPT-CLASSICAL,classical,HD,L,L,H,2,40,13.308223865526909,0.4695446183150987,14.122718132241097,13.126580555548253,0.6009024679919153,14.522302544178963,14.937223865526912,9.05,4,14,0.0,362.0,38.0,0,0,,,
HD-ML-NL-EH-ADAPT-GMDS-S1,adaptive,EH-ADAPT-GMDS,GMDS,HD,L,L,H,1,40,1.113247259183352,2.379753584899391,1.1699275515512166,1.1306497657584138,2.3632603281736855,1.2051364887541118,1.765747259183352,3.625,3,4,0.0,145.0,255.0,0,0,,,
HD-ML-NL-EH-ADAPT-GMDS-S2,adaptive,EH-ADAPT-GMDS,GMDS,HD,L,L,H,2,40,13.985181745121045,0.6148281969421096,15.00039886754659,13.860840317718345,0.7718083049220215,15.022832372318469,15.330681745121044,7.475,4,10,0.0,299.0,101.0,0,0,,,
HD-ML-NL-EH-ADAPT-SMACOF-S1,adaptive,EH-ADAPT-SMACOF,SMACOF,HD,L,L,H,1,40,0.13252614154180484,0.022735485189226877,0.16744718783570825,0.13747012248205157,0.023843505274894143,0.1738126037388356,0.7805261415418048,3.6,3,4,0.0,144.0,256.0,0,0,,,
HD-ML-NL-EH-ADAPT-SMACOF-S2,adaptive,EH-ADAPT-SMACOF,SMACOF,HD,L,L,H,2,40,13.390415603906447,0.6148977357807182,14.368290704109489,13.175326340953484,0.78108978315776,14.498957096124343,15.046415603906448,9.2,4,14,0.0,368.0,32.0,0,0,,,
HD-ML-NL-EH-FIXK12-S1,fixed,FIXK12-S1,,HD,L,L,H,1,33,0.25134560463811856,0.02731684720330116,0.30087084763529925,0.26101368368775374,0.02995396434493126,0.31100311977145034,2.4113456046381185,12.0,12,12,0.0,396.0,4.0,0,0,12,,
HD-ML-NL-EH-FIXK12-S2,fixed,FIXK12-S2,,HD,L,L,H,2,33,12.695049309520103,0.4331267730872349,13.3784131193393,12.424106817675927,0.5696130647710517,13.423955091961046,14.855049309520105,12.0,12,12,0.0,396.0,4.0,0,0,12,,
HD-ML-NL-EH-FIXK3-S1,fixed,FIXK3-S1,,HD,L,L,H,1,40,0.3209324156644482,0.06105383611727045,0.4270729899449777,0.3312141120199863,0.06353003696255681,0.44371661894313863,0.8609324156644481,3.0,3,3,0.0,120.0,280.0,0,0,3,,
HD-ML-NL-EH-FIXK3-S2,fixed,FIXK3-S2,,HD,L,L,H,2,40,13.929257334357535,1.1523910753032003,16.29590467949839,14.079537314096523,1.241374375055931,16.609687652671642,14.469257334357533,3.0,3,3,0.0,120.0,280.0,0,0,3,,
HD-ML-NL-EH-FIXK6-S1,fixed,FIXK6-S1,,HD,L,L,H,1,40,0.2798001404760043,0.041595691675510464,0.3574232522585561,0.2915704607897273,0.043936409213330856,0.3548482105783622,1.3598001404760043,6.0,6,6,0.0,240.0,160.0,0,0,6,,
HD-ML-NL-EH-FIXK6-S2,fixed,FIXK6-S2,,HD,L,L,H,2,40,13.126996509244814,0.6267371089605235,14.06001084824811,13.102719118596928,0.7709065845272303,14.326183056483288,14.206996509244814,6.0,6,6,0.0,240.0,160.0,0,0,6,,
HD-ML-NL-EH-FIXK9-S1,fixed,FIXK9-S1,,HD,L,L,H,1,40,0.26100511018753336,0.03539211726275287,0.3289770686594703,0.27081743153109805,0.03937783537245535,0.34547852042681104,1.8810051101875331,9.0,9,9,0.0,360.0,40.0,0,0,9,,
HD-ML-NL-EH-FIXK9-S2,fixed,FIXK9-S2,,HD,L,L,H,2,40,12.87790368600119,0.5089580176128243,13.82810033521445,12.766951843694601,0.6819958502083706,14.07233992993994,14.49790368600119,9.0,9,9,0.0,360.0,40.0,0,0,9,,
HD-ML-NL-EH-GMDS-S1,GMDS,GMDS,,HD,L,L,H,1,40,0.8959993394457737,0.1510242679231325,1.148367212144903,0.9184324041671639,0.15334369091027458,1.1654100040856763,2.1559993394457737,7.0,7,7,0.0,280.0,120.0,0,0,7,,
HD-ML-NL-EH-GMDS-S2,GMDS,GMDS,,HD,L,L,H,2,40,13.683409838521683,0.5605006803098284,14.732894491845496,13.594267401959744,0.7222564810478117,14.7819939070241,14.943409838521683,7.0,7,7,0.0,280.0,120.0,0,0,7,,
HD-ML-NL-EH-S1,adaptive,,classical,HD,L,L,H,1,40,0.2846728094911759,0.05631752769340359,0.4109317792240509,0.29362343510735717,0.058045331057309996,0.420780424028413,0.9191728094911757,3.525,3,4,0.0,141.0,259.0,0,0,,,
HD-ML-NL-EH-S2,adaptive,,classical,HD,L,L,H,2,40,13.308223865526909,0.4695446183150987,14.122718132241097,13.126580555548253,0.6009024679919153,14.522302544178963,14.937223865526912,9.05,4,14,0.0,362.0,38.0,0,0,,,
HD-ML-NL-EH-S3,adaptive,,classical,HD,L,L,H,3,40,0.3076074678008983,0.05171481241788022,0.4006966151857166,0.31771136415261275,0.054123178801741244,0.416251383546816,0.9871074678008982,3.775,3,5,0.0,151.0,249.0,0,0,,,
HD-ML-NL-EH-SMACOF-S1,SMACOF,SMACOF,,HD,L,L,H,1,40,0.12505964883794227,0.017566541604854397,0.15627521501860095,0.13050628682087465,0.01986225250780631,0.1689347755470214,1.3850596488379423,7.0,7,7,0.0,280.0,120.0,0,0,7,,
HD-ML-NL-EH-SMACOF-S2,SMACOF,SMACOF,,HD,L,L,H,2,40,12.906741682167624,0.8051190262954864,14.264244654599059,12.855777740075192,0.9228030223131426,14.448755318078556,14.166741682167622,7.0,7,7,0.0,280.0,120.0,0,0,7,,
HD-ML-NL-EL-ADAPT-CLASSICAL-S1,adaptive,EL-ADAPT-CLASSICAL,classical,HD,L,L,L,1,15,0.28500846869650637,0.059769495280177984,0.4112896463410972,0.29380125268659796,0.06219426658049901,0.42229125087196984,0.8970084686965064,3.4,3,4,0.0,76.5,3.5,0,0,,,
HD-ML-NL-EL-ADAPT-CLASSICAL-S2,adaptive,EL-ADAPT-CLASSICAL,classical,HD,L,L,L,2,11,13.288418053979733,0.46752507211504796,14.025767576837234,13.235878162294428,0.5797093314485274,14.112877585535832,14.188418053979733,5.0,4,6,0.0,82.5,0.0,0,0,,,
HD-ML-NL-EL-ADAPT-GMDS-S1,adaptive,EL-ADAPT-GMDS,GMDS,HD,L,L,L,1,14,0.7731633141551946,0.12121802931135502,0.941908301877868,0.7915286188157645,0.12563724753480454,0.9769383544853112,1.4545918855837658,3.7857142857142856,3,4,0.0,79.5,0.5,0,0,,,
HD-ML-NL-EL-ADAPT-GMDS-S2,adaptive,EL-ADAPT-GMDS,GMDS,HD,L,L,L,2,11,14.201318292680572,0.6490836415662653,15.264497785319847,14.22812300546272,0.8666383160279136,15.715337562259897,15.101318292680572,5.0,4,6,0.0,82.5,0.0,0,0,,,
HD-ML-NL-EL-ADAPT-SMACOF-S1,adaptive,EL-ADAPT-SMACOF,SMACOF,HD,L,L,L,1,15,0.14018626327002642,0.027024712451605436,0.18677764891785548,0.14528053483071196,0.028787026686061486,0.19424940216561698,0.7761862632700265,3.533333333333333,3,4,0.0,79.5,0.5,0,0,,,
HD-ML-NL-EL-ADAPT-SMACOF-S2,adaptive,EL-ADAPT-SMACOF,SMACOF,HD,L,L,L,2,11,13.478971119602669,0.48867507616000033,14.004447148198697,13.503957575715777,0.6465934702405643,14.363064290170772,14.378971119602669,5.0,4,6,0.0,82.5,0.0,0,0,,,
HD-ML-NL-EL-FIXK12-S1,fixed,FIXK12-S1,,HD,L,L,L,1,4,0.2685141496172622,0.03681261899798624,0.3179344871696413,0.27776670746517806,0.02423706605830583,0.3107832955293416,2.428514149617262,12.0,12,12,0.0,72.0,8.0,0,0,12,,
HD-ML-NL-EL-FIXK12-S2,fixed,FIXK12-S2,,HD,L,L,L,2,4,12.91068772542338,0.20146659385098167,13.169047039320121,12.527839716903904,0.6162620580036151,13.236183063663331,15.07068772542338,12.0,12,12,0.0,72.0,8.0,0,0,12,,
HD-ML-NL-EL-FIXK3-S1,fixed,FIXK3-S1,,HD,L,L,L,1,17,0.3073417111857018,0.044526871919434836,0.3912281762425563,0.3167300324626512,0.0463694016570653,0.402710646196851,0.8473417111857017,3.0,3,3,0.0,76.5,3.5,0,0,3,,
HD-ML-NL-EL-FIXK3-S2,fixed,FIXK3-S2,,HD,L,L,L,2,17,14.218263183616466,1.0744660953731553,16.532503876115072,14.34810686793304,1.2180198891348764,16.889175029054574,14.758263183616467,3.0,3,3,0.0,76.5,3.5,0,0,3,,
HD-ML-NL-EL-FIXK6-S1,fixed,FIXK6-S1,,HD,L,L,L,1,8,0.27623253869211234,0.04383738127452906,0.3483322382751997,0.28297712479503984,0.038568617718896546,0.3443484015099469,1.3562325386921121,6.0,6,6,0.0,72.0,8.0,0,0,6,,
HD-ML-NL-EL-FIXK6-S2,fixed,FIXK6-S2,,HD,L,L,L,2,8,12.959058607140118,0.2193744765320203,13.259181172356632,12.774275182826868,0.3252868991944777,13.238745069400187,14.039058607140118,6.0,6,6,0.0,72.0,8.0,0,0,6,,
HD-ML-NL-EL-FIXK9-S1,fixed,FIXK9-S1,,HD,L,L,L,1,5,0.2758609355030688,0.03729278467496475,0.3307234762732115,0.2831955138853669,0.026974574179383405,0.3202354340690476,1.895860935503069,9.0,9,9,0.0,67.5,12.5,0,0,9,,
HD-ML-NL-EL-FIXK9-S2,fixed,FIXK9-S2,,HD,L,L,L,2,5,12.842105889440777,0.18521334933732014,13.117658353645256,12.427755643389023,0.22590070551115854,12.761811498336545,14.462105889440775,9.0,9,9,0.0,67.5,12.5,0,0,9,,
HD-ML-NL-EL-GMDS-S1,GMDS,GMDS,,HD,L,L,L,1,7,0.8748360900785837,0.17031100162167262,1.1579764363846956,0.9238783973816318,0.16923459836415125,1.1980380968892401,2.1348360900785837,7.0,7,7,0.0,73.5,6.5,0,0,7,,
HD-ML-NL-EL-GMDS-S2,GMDS,GMDS,,HD,L,L,L,2,7,13.41501733747553,0.45527432015637104,14.100294650517691,13.143781087207612,0.4702995230817413,13.876977681929164,14.675017337475529,7.0,7,7,0.0,73.5,6.5,0,0,7,,
HD-ML-NL-EL-S1,adaptive,,classical,HD,L,L,L,1,15,0.28500846869650637,0.059769495280177984,0.4112896463410972,0.29380125268659796,0.06219426658049901,0.42229125087196984,0.8970084686965064,3.4,3,4,0.0,76.5,3.5,0,0,,,
HD-ML-NL-EL-S2,adaptive,,classical,HD,L,L,L,2,11,13.288418053979733,0.46752507211504796,14.025767576837234,13.235878162294428,0.5797093314485274,14.112877585535832,14.188418053979733,5.0,4,6,0.0,82.5,0.0,0,0,,,
HD-ML-NL-EL-S3,adaptive,,classical,HD,L,L,L,3,13,0.30682720351107606,0.04280572211008526,0.37072970067223654,0.31681102890946744,0.044357785024870415,0.38483555435153727,1.026827203511076,4.0,3,5,0.0,78.0,2.0,0,0,,,
HD-ML-NL-EL-SMACOF-S1,SMACOF,SMACOF,,HD,L,L,L,1,7,0.12080268341873097,0.01238087335343749,0.14108589942134692,0.12401446890774437,0.014723272071754133,0.14769250279856974,1.3808026834187308,7.0,7,7,0.0,73.5,6.5,0,0,7,,
HD-ML-NL-EL-SMACOF-S2,SMACOF,SMACOF,,HD,L,L,L,2,7,12.637390610830153,0.3049873865257485,13.050702983604364,12.42928788763987,0.3362901417593919,12.914180319293404,13.897390610830154,7.0,7,7,0.0,73.5,6.5,0,0,7,,
LD-MH-NH-EH-ADAPT-CLASSICAL-S1,adaptive,EH-ADAPT-CLASSICAL,classical,LD,H,H,H,1,40,14.030761573759701,4.692940457473465,21.998916241896442,13.34219394444419,4.975191547736909,23.214919611611045,15.367261573759702,7.425,4,10,0.0,297.0,103.0,0,0,,,
LD-MH-NH-EH-ADAPT-CLASSICAL-S2,adaptive,EH-ADAPT-CLASSICAL,classical,LD,H,H,H,2,40,11.99515616674599,4.441176095522898,19.380271356751965,11.956910620464033,4.452704184706173,19.2815090622614,12.99415616674599,5.55,4,7,0.0,222.0,178.0,0,0,,,
LD-MH-NH-EH-ADAPT-GMDS-S1,adaptive,EH-ADAPT-GMDS,GMDS,LD,H,H,H,1,40,14.897363965558952,4.599604070657053,21.101949513829187,16.030101824472418,4.911660027604332,22.83358306719193,16.197863965558952,7.225,4,9,0.0,289.0,111.0,0,0,,,
LD-MH-NH-EH-ADAPT-GMDS-S2,adaptive,EH-ADAPT-GMDS,GMDS,LD,H,H,H,2,40,13.117138774863218,3.7569327645361614,18.98018598231226,13.202004704866747,4.194297990081456,19.141085650713716,14.13863877486322,5.675,4,8,0.0,227.0,173.0,0,0,,,
LD-MH-NH-EH-ADAPT-SMACOF-S1,adaptive,EH-ADAPT-SMACOF,SMACOF,LD,H,H,H,1,40,12.615138465089268,8.092690728301385,26.257515962244973,13.092818468343154,8.429871760741017,27.315718457205467,13.434138465089267,4.55,4,6,0.0,182.0,218.0,0,0,,,
LD-MH-NH-EH-ADAPT-SMACOF-S2,adaptive,EH-ADAPT-SMACOF,SMACOF,LD,H,H,H,2,40,8.407806709934338,6.423787145059763,21.664576006590856,8.453474417609018,5.925677388764337,20.446351577639074,9.550806709934339,6.35,3,9,0.0,254.0,146.0,0,0,,,
LD-MH-NH-EH-FIXK12-S1,fixed,FIXK12-S1,,LD,H,H,H,1,33,12.027164586074834,3.384411862048939,17.745606442531386,10.426724557242045,4.268714662968092,18.7786867718396,14.187164586074834,12.0,12,12,0.0,396.0,4.0,0,0,12,,
LD-MH-NH-EH-FIXK12-S2,fixed,FIXK12-S2,,LD,H,H,H,2,33,12.059636936328534,4.143273665984659,18.901979920947444,10.20697541374355,3.6115556990661424,16.155072474036494,14.219636936328536,12.0,12,12,0.0,396.0,4.0,0,0,12,,
LD-MH-NH-EH-FIXK3-S1,fixed,FIXK3-S1,,LD,H,H,H,1,40,18.710221264314686,9.353876388657492,42.75983483083996,20.2565186868872,10.541279648037307,47.6765980226834,19.250221264314685,3.0,3,3,0.0,120.0,280.0,0,0,3,,
LD-MH-NH-EH-FIXK3-S2,fixed,FIXK3-S2,,LD,H,H,H,2,40,18.654022607049267,10.942955665904528,30.32795030784141,19.726947245634744,12.3609917194618,33.883253195307766,19.194022607049266,3.0,3,3,0.0,120.0,280.0,0,0,3,,
LD-MH-NH-EH-FIXK6-S1,fixed,FIXK6-S1,,LD,H,H,H,1,40,13.916163330173642,5.079482725814627,18.74388670599175,14.120326073353883,6.496206848645903,20.84441756004803,14.99616333017364,6.0,6,6,0.0,240.0,160.0,0,0,6,,
LD-MH-NH-EH-FIXK6-S2,fixed,FIXK6-S2,,LD,H,H,H,2,40,14.478195602025394,6.704347288444863,20.66510511548991,14.550891015376356,8.512480623393497,22.63280519305528,15.558195602025396,6.0,6,6,0.0,240.0,160.0,0,0,6,,
LD-MH-NH-EH-FIXK9-S1,fixed,FIXK9-S1,,LD,H,H,H,1,40,12.266000926611403,3.2603624283062955,17.492170945046702,11.833108804151205,3.8094054722956336,19.417489311997425,13.886000926611402,9.0,9,9,0.0,360.0,40.0,0,0,9,,
LD-MH-NH-EH-FIXK9-S2,fixed,FIXK9-S2,,LD,H,H,H,2,40,12.535880318546013,4.078178344829739,18.960424980421127,11.20390526303989,3.3578730076598626,17.57958105656786,14.155880318546014,9.0,9,9,0.0,360.0,40.0,0,0,9,,
LD-MH-NH-EH-GMDS-S1,GMDS,GMDS,,LD,H,H,H,1,40,12.088420092163432,3.868641297760148,18.73696150711764,12.818316289114444,4.02800947332397,18.880816021562275,13.348420092163432,7.0,7,7,0.0,280.0,120.0,0,0,7,,
LD-MH-NH-EH-GMDS-S2,GMDS,GMDS,,LD,H,H,H,2,40,13.691670275935214,4.485597347837557,20.6326245392189,14.314108787970607,4.697715205584546,20.519026161695447,14.951670275935214,7.0,7,7,0.0,280.0,120.0,0,0,7,,
LD-MH-NH-EH-S1,adaptive,,classical,LD,H,H,H,1,40,14.030761573759701,4.692940457473465,21.998916241896442,13.34219394444419,4.975191547736909,23.214919611611045,15.367261573759702,7.425,4,10,0.0,297.0,103.0,0,0,,,
LD-MH-NH-EH-S2,adaptive,,classical,LD,H,H,H,2,40,11.99515616674599,4.441176095522898,19.380271356751965,11.956910620464033,4.452704184706173,19.2815090622614,12.99415616674599,5.55,4,7,0.0,222.0,178.0,0,0,,,
LD-MH-NH-EH-S3,adaptive,,classical,LD,H,H,H,3,40,12.475235778973481,4.183342154562201,18.90133313628269,12.332305090893737,4.162104559687981,18.255750146532293,13.69923577897348,6.8,4,8,0.0,272.0,128.0,0,0,,,
LD-MH-NH-EH-SMACOF-S1,SMACOF,SMACOF,,LD,H,H,H,1,40,9.911712975470989,7.166029735221349,23.106849037669964,10.265920890609511,7.291565198439666,24.068528843477015,11.171712975470989,7.0,7,7,0.0,280.0,120.0,0,0,7,,
LD-MH-NH-EH-SMACOF-S2,SMACOF,SMACOF,,LD,H,H,H,2,40,12.091545035121007,7.410726049775797,22.28648030700598,11.748642709789161,7.117167428333802,22.778878144178975,13.351545035121006,7.0,7,7,0.0,280.0,120.0,0,0,7,,
LD-MH-NH-EL-ADAPT-CLASSICAL-S1,adaptive,EL-ADAPT-CLASSICAL,classical,LD,H,H,L,1,11,16.528402113548694,4.7456862438127745,23.343244031249363,16.336410438466654,5.487650764748217,24.88576911013486,17.428402113548692,5.0,4,6,0.0,82.5,0.0,0,0,,,
LD-MH-NH-EL-ADAPT-CLASSICAL-S2,adaptive,EL-ADAPT-CLASSICAL,classical,LD,H,H,L,2,11,13.229544391583676,3.9465200081952636,19.02158601932185,12.690684276791323,3.5906519113978583,18.249250669780324,14.129544391583677,5.0,4,6,0.0,82.5,0.0,0,0,,,
LD-MH-NH-EL-ADAPT-GMDS-S1,adaptive,EL-ADAPT-GMDS,GMDS,LD,H,H,L,1,11,12.808457809197234,4.267555176358624,19.10656150870492,13.44943367615855,4.290393910235429,20.102120277053046,13.708457809197235,5.0,4,6,0.0,82.5,0.0,0,0,,,
LD-MH-NH-EL-ADAPT-GMDS-S2,adaptive,EL-ADAPT-GMDS,GMDS,LD,H,H,L,2,11,12.06725118982506,3.8089997425435227,18.45531679948788,11.85112449884748,4.093919837487784,18.80984765200823,12.967251189825056,5.0,4,6,0.0,82.5,0.0,0,0,,,
LD-MH-NH-EL-ADAPT-SMACOF-S1,adaptive,EL-ADAPT-SMACOF,SMACOF,LD,H,H,L,1,12,11.78325341092953,6.71507324978024,22.32677979244224,11.704982495699594,6.649746057879768,21.672648137622648,12.59325341092953,4.5,4,5,0.0,81.0,0.0,0,0,,,
LD-MH-NH-EL-ADAPT-SMACOF-S2,adaptive,EL-ADAPT-SMACOF,SMACOF,LD,H,H,L,2,11,11.124798396585348,7.54369360863937,22.0550996334714,11.186715320947036,7.564144704313045,22.80462104522322,11.97570748749444,4.7272727272727275,3,6,0.0,78.0,2.0,0,0,,,
LD-MH-NH-EL-FIXK12-S1,fixed,FIXK12-S1,,LD,H,H,L,1,4,9.611705884772753,2.9380602629338113,13.706496979953076,8.760663800638255,2.491892040712216,12.10997670456176,11.771705884772754,12.0,12,12,0.0,72.0,8.0,0,0,12,,
LD-MH-NH-EL-FIXK12-S2,fixed,FIXK12-S2,,LD,H,H,L,2,4,16.063260888809413,3.6689273568338865,19.4518875734072,12.834052507529071,3.252018839199407,15.293638003999712,18.223260888809413,12.0,12,12,0.0,72.0,8.0,0,0,12,,
LD-MH-NH-EL-FIXK3-S1,fixed,FIXK3-S1,,LD,H,H,L,1,17,20.317389473849673,11.64437592088135,46.790940294369115,22.14184060152531,13.093398732925074,51.904458326804786,20.857389473849675,3.0,3,3,0.0,76.5,3.5,0,0,3,,
LD-MH-NH-EL-FIXK3-S2,fixed,FIXK3-S2,,LD,H,H,L,2,17,16.648742658079133,5.645524994010609,25.396694334994905,17.306987208644163,6.089599025641278,27.75662935751214,17.18874265807913,3.0,3,3,0.0,76.5,3.5,0,0,3,,
LD-MH-NH-EL-FIXK6-S1,fixed,FIXK6-S1,,LD,H,H,L,1,8,12.426848928225597,4.001750423842971,17.95127367555601,12.171737605891037,4.304812067041676,19.213532339958615,13.506848928225597,6.0,6,6,0.0,72.0,8.0,0,0,6,,
LD-MH-NH-EL-FIXK6-S2,fixed,FIXK6-S2,,LD,H,H,L,2,8,14.172157405648912,5.31664449200888,21.17485447266492,14.37497949377853,5.490010407533995,22.948732621481756,15.252157405648912,6.0,6,6,0.0,72.0,8.0,0,0,6,,
LD-MH-NH-EL-FIXK9-S1,fixed,FIXK9-S1,,LD,H,H,L,1,5,11.20177835270009,4.0434846784857985,16.902034260868202,10.913791389463812,5.36294004052222,19.137550562224156,12.82177835270009,9.0,9,9,0.0,67.5,12.5,0,0,9,,
LD-MH-NH-EL-FIXK9-S2,fixed,FIXK9-S2,,LD,H,H,L,2,5,14.450164123735131,5.023075586976478,20.06297174718435,13.805106971888398,4.652372870044061,20.78402614406182,16.070164123735132,9.0,9,9,0.0,67.5,12.5,0,0,9,,
